COUNTY,RollNo,SCHOOL NAME,ADDRESS LINE 1,ADDRESS LINE 2,0-9,10-19,20-24,25-29,30-34,35-39,40and over,Total Pupils,Walking admin principal,Full-time equivalent mainstream class teachers,Other teachers full-time,Other teachers part-time,,,,,
DONEGAL,19359D,S N NAOMH AONGHUS,BRIDGEND,LIFFORD,,,68,52,65,,,185,1,7,2,1,,,,,
DONEGAL,19411C,S N BAILE RAIGHIN,LETTERKENNY,CO DONEGAL,,,47,82,90,,,219,1,8,3,1,,,,,
DONEGAL,19491D,SCOIL MHUIRE,RATHMEALLTAIN,CO DHUN NA NGALL,,,91,27,64,,,182,1,7,1,1,,,,,
DONEGAL,19518U,S N NAOMH BAOITHIN,SC NAOMH BAOITHIN,ST JOHNSTON,,,,110,32,,,142,0,5,3,0,,,,,
DONEGAL,19553W,DUNGLOE CENTRAL,DUNGLOE,CO DONEGAL,,19,62,80,67,35,,263,1,10,3,0,,,,,
DONEGAL,19614Q,NAOMH BODAIN,CULDAFF,LIFFORD,,52,20,,,,,72,0,4,1,0,,,,,
DONEGAL,19633U,MOYLE N S,MOYLE NS,NEWTOWNCUNNINGHAM,,18,41,25,,,,84,0,4,1,0,,,,,
DONEGAL,19685Q,SCOIL CHARTHA NAOFA,CHILL CHARTHA,CO DHUN NA NGALL,,84,42,,,,,126,1,7,3,0,,,,,
DONEGAL,19686S,ST MACARTANS CENTRAL,BUNDORAN,CO DONEGAL,,,44,84,127,,,255,1,9,3,0,,,,,
DONEGAL,19756N,ST CONALS,NARIN,PORTNOO,,16,22,26,30,,,94,0,4,1,1,,,,,
DONEGAL,19912B,SCOIL MHUIRE,GLENTIES,CO DONEGAL,,34,20,75,,,,129,0,6,2,0,,,,,
DONEGAL,19927O,SCOIL MHUIRE B & C,STRANORLAR,CO DONEGAL,,,157,165,163,,,485,1,18,7,0,,,,,
DONEGAL,19959E,SCOIL NAOMH FIONAN,WHITECASTLE,QUIGLEYS POINT,,,24,193,62,,,279,1,10,1,0,,,,,
DONEGAL,19963S,SCOIL AODH RUA&NUALA,DUN NA NGALL,CO DONEGAL,,33,70,113,,,,216,1,9,3,0,,,,,
DONEGAL,19967D,SCOIL IOSAGAIN,BUNCRANA,CO DONEGAL,,17,135,359,158,,,669,1,25,9,1,,,,,
DONEGAL,19971R,GAELSCOIL ADHAMHNAIN,GLEANN CEARRA,LEITIR CEANAINN,,,139,106,94,70,,409,1,15,4,0,,,,,
DONEGAL,20054L,SCOIL EOGHAN,MOVILLE,CO DONEGAL,,18,23,111,33,37,,222,1,8,3,1,,,,,
DONEGAL,20096E,GAELSCOIL NA GCEITHRE MAISTRI,BAILE DUN NA NGALL,CO DUN NA NGALL,,17,20,50,,,,87,0,4,2,0,,,,,
DONEGAL,20097G,GAELSCOIL BHUN CRANNACH,BUN CRANNACH,DHUN NA NGALL,,,117,56,,,,173,0,7,1,0,,,,,
DONEGAL,20144M,GAELSCOIL CHOIS FEABHAILL,GAA,BUN AN PHOBAIL,,13,43,25,,,,81,0,4,0,0,,,,,
DONEGAL,20150H,HOLY FAMILY NATIONAL SCHOOL,THE ROCK,BALLYSHANNON,,,22,79,,36,,137,0,5,1,0,,,,,
DONEGAL,20167B,GAELSCOIL EIRNE,FEARAINN AN BHAILE,BEAL ATHA SEANNAIGH,,30,43,,,,,73,0,4,0,0,,,,,
DONEGAL,20235P,LETTERKENNY EDUCATE TOGETHER,BALLYRAINE HALLS,LETTERKENNY,,,41,29,94,,,164,1,6,6,0,,,,,
DUBLIN CITY,00743W,MATER DEI PRIMARY SCHOOL,BASIN LANE,JAMES STREET,,130,23,26,,,,179,1,10,7,0,,,,,
DUBLIN CITY,00752A,CENTRAL SENIOR MXD N S,MARLBORO ST,DUBLIN 1,,74,131,,,,,205,1,10,3,1,,,,,
DUBLIN CITY,01795A,CENTRAL INFS SCHOOL,MARLBORO ST,DUBLIN 1,,152,,,,,,152,1,9,8,0,,,,,
DUBLIN CITY,03917V,NAOMH PADRAIG BOYS,CAMBRIDGE ROAD,RINGSEND,,70,,28,,,,98,0,6,2,0,,,,,
DUBLIN CITY,04992R,SCOIL AN CROI NAOFA,GLASNEVIN,DUBLIN 11,,,48,388,,,,436,1,16,7,0,,,,,
DUBLIN CITY,05933G,PRESENTATION PRIMARY SCHOOL,GEORGES HILL,DUBLIN 7,,156,21,,,,,177,1,12,5,0,,,,,
DUBLIN CITY,07546J,GOLDENBRIDGE CONVENT,GOLDENBRIDGE,INCHICORE,,,236,25,,,,261,1,12,9,0,,,,,
DUBLIN CITY,09750S,ST JOSEPHS BOYS N S,TERENURE,DUBLIN 6,,,,145,343,,,488,1,16,7,0,,,,,
DUBLIN CITY,09932B,STANHOPE ST CONVENT,STANHOPE STREET,DUBLIN 7,,92,172,79,,,,343,1,16,9,0,,,,,
DUBLIN CITY,10653E,CHAPELIZOD N S,CHAPELIZOD,DUBLIN 20,,24,,,,,,24,0,2,0,0,,,,,
DUBLIN CITY,11525A,ST PATRICKS N SCHOOL,DRUMCONDRA,DUBLIN 9,,38,84,224,120,,,466,1,18,5,0,,,,,
DUBLIN CITY,11578V,CITY QUAY BOYS N S,CITY QUAY,DUBLIN 2,,94,65,,,,,159,1,9,4,0,,,,,
DUBLIN CITY,11776C,ST LAURENCE O TOOLE JUNIOR BOYS,SEVILLE PLACE,DUBLIN 1,,60,,,,,,60,1,4,4,0,,,,,
DUBLIN CITY,11894I,SCOIL MHUIRE,Gilford Road,Sandymount,,19,48,78,63,72,,280,1,10,1,0,,,,,
DUBLIN CITY,12448N,GARDINER STREET CONVENT,GARDINER STREET,DUBLIN 1,,163,42,25,,,,230,1,13,7,1,,,,,
DUBLIN CITY,12755W,KILDARE PLACE  N S,96 UPPER RATHMINES RD,DUBLIN 6,,,,215,,,,215,1,8,1,1,,,,,
DUBLIN CITY,13611D,PRESENTATION PRIMARY SCHOOL,BLACKPITTS,DUBLIN 8,,114,86,80,30,,,310,1,15,8,0,,,,,
DUBLIN CITY,13612F,PRESENTATION PRIMARY SCHOOL,TERENURE,DUBLIN 6W,,,117,297,123,,,537,1,20,5,0,,,,,
DUBLIN CITY,13815T,HOWTH RD MXD N S,HOWTH RD,CLONTARF,,,96,,,,,96,0,4,1,1,,,,,
DUBLIN CITY,14463T,ST COLUMBAS N S MXD,NORTH STRAND,DUBLIN 3,,18,21,,,,,39,0,2,0,1,,,,,
DUBLIN CITY,14556D,ST ENDAS PRIMARY SCHOOL,ST ENDAS PRIMARY SCHOOL,WHITEFRIAR ST,9,80,44,,,,,133,1,8,6,0,,,,,
DUBLIN CITY,14717B,RATHGAR N S,RATHGAR,DUBLIN 6,,,93,,,,,93,0,4,1,1,,,,,
DUBLIN CITY,14917J,ZION PARISH PRIMARY SCHOOL,BUSHY PARK ROAD,RATHGAR,,,45,51,,,,96,1,4,0,0,,,,,
DUBLIN CITY,14980Q,GLASNEVIN N S,BOTANIC AVENUE,GLASNEVIN,,37,,25,,,,62,0,3,0,1,,,,,
DUBLIN CITY,15056L,S N SAN VINSEANN CAILIN,NORTH WILLIAM ST,DUBLIN 1,,171,23,,,,,194,1,13,7,0,,,,,
DUBLIN CITY,15253N,ST PATRICKS GIRLS NS,CAMBRIDGE ROAD,DUBLIN 4,,28,62,56,,,,146,1,7,2,0,,,,,
DUBLIN CITY,15618E,SANDFORD N S,RANELAGH,DUBLIN 6,,,,142,92,,,234,1,8,2,0,,,,,
DUBLIN CITY,15622S,ST PATRICKS NS,CHAPELIZOD VILLAGE,CHAPELIZOD,,,20,105,94,,,219,1,8,5,0,,,,,
DUBLIN CITY,15625B,ST CATHERINES WEST N S,DONORE AVENUE,SOUTH CIRCULAR ROAD,,,24,106,,,,130,0,5,2,0,,,,,
DUBLIN CITY,15816I,ST VINCENTS INF BOYS,NORTH WILLIAM STREET,DUBLIN 1,,98,,,,,,98,1,8,5,0,,,,,
DUBLIN CITY,15895H,DRUMCONDRA N S,CHURCH AVENUE,DRUMCONDRA,,12,43,,,,,55,0,3,0,0,,,,,
DUBLIN CITY,15995L,CANON O HANLON MEMORIAL N S,SANDYMOUNT,DUBLIN 4,,37,46,127,125,,,335,1,13,4,0,,,,,
DUBLIN CITY,16177F,LINDSAY ROAD N S,LINDSAY ROAD,GLASNEVIN,,,,51,30,,,81,0,3,1,0,,,,,
DUBLIN CITY,16567S,ST BRIGIDS CONVENT N S,HADDINGTON ROAD,DUBLIN 4,,35,46,164,,,,245,1,10,6,0,,,,,
DUBLIN CITY,16577V,ST BRIGIDS CONVENT,GLASNEVIN,DUBLIN 11,,,23,141,301,,,465,1,16,4,0,,,,,
DUBLIN CITY,16651H,ST CLARES CONVENT N S,HAROLDS CROSS ROAD,DUBLIN 6W,,31,128,133,,,,292,1,13,8,0,,,,,
DUBLIN CITY,16659A,ST COLUMBAS CON G & I,IONA ROAD,GLASNEVIN,,,91,135,161,,,387,1,14,3,0,,,,,
DUBLIN CITY,16695E,SCOIL NA MBRATHAR,NORTH BRUNSWICK STREET,DUBLIN 7,,53,90,52,,,,195,1,9,3,0,,,,,
DUBLIN CITY,16753P,ST VINCENT DE PAULS GIRLS SCHOOL,GRIFFITH AVENUE,DUBLIN 9,,,61,87,153,,,301,1,11,2,0,,,,,
DUBLIN CITY,16754R,ST VINCENTS CONVENT INF N S,67 GRIFFITH AVENUE,DUBLIN 9,,,,331,,,,331,1,12,3,0,,,,,
DUBLIN CITY,16759E,S N MHUIRE NA MBRATHAR,MARINO,DUBLIN 9,,,48,135,126,,,309,1,11,4,0,,,,,
DUBLIN CITY,16786H,ST BRIGIDS PRIMARY SCHOOL,THE COOMBE,DUBLIN 8,,66,96,75,,,,237,1,11,7,1,,,,,
DUBLIN CITY,16792C,ST BRIGIDS CONVENT N S,KILLESTER,DUBLIN 5,,,,350,91,,,441,1,16,4,0,,,,,
DUBLIN CITY,16860Q,CORPUS CHRISTI N S,HOME FARM ROAD,DRUMCONDRA,,,,291,91,,,382,1,14,3,0,,,,,
DUBLIN CITY,16964F,SCOIL MHUIRE OGH 1,LORETO COLLEGE,CRUMLIN RD,,94,21,52,,,,167,1,8,4,0,,,,,
DUBLIN CITY,16966J,SCOIL NAISIUNTA STRATFORD,1 ZION ROAD,RATHGAR,,18,24,26,30,,,98,0,4,0,0,,,,,
DUBLIN CITY,16988T,CHRIST THE KING B N S,CABRA,DUBLIN 7,7,10,69,,,,,86,1,5,3,0,,,,,
DUBLIN CITY,16989V,CHRIST THE KING G N S,CABRA,DUBLIN 7,,70,,26,,,,96,0,5,1,0,,,,,
DUBLIN CITY,17083B,S N MUIRE GAN SMAL B,INCHICORE,DUBLIN 8,,125,154,,,35,,314,1,15,7,0,,,,,
DUBLIN CITY,17104G,ST FRANCIS JUNIOR NATIONAL SCHOOL,PRIORSWOOD,DUBLIN 17,,157,20,,,,,177,1,11,4,0,,,,,
DUBLIN CITY,17110B,NAOMH LORCAN O TUATHAIL,PLAS SEIBHIL,BAILE ATHA CLIATH 1,,78,,,,,,78,1,5,6,0,,,,,
DUBLIN CITY,17148D,S N EOIN BAISDE G SEN,SEAFIELD ROAD,CLONTARF,,,24,394,,,,418,1,15,2,0,,,,,
DUBLIN CITY,17210F,CLOCHAR LUGHAIDH CAILIN,WILLIAMS PARK,RATHMINES,,,24,274,65,,,363,1,13,6,1,,,,,
DUBLIN CITY,17211H,CLOCHAR LUGHAIDH NAOIDH,WILLIAMS PARK,RATHMINES,,,24,244,,,,268,1,10,6,0,,,,,
DUBLIN CITY,17214N,St. Vincent's Primary School,Christian Brothers,Glasnevin,,,69,110,121,,,300,1,11,5,0,,,,,
DUBLIN CITY,17279S,SCOIL MUIRE,HADDINGTON ROAD,DUBLIN 4,,33,66,,60,,,159,1,7,4,0,,,,,
DUBLIN CITY,17318C,SCOIL AN LEINBH IOSA B,LARKHILL,WHITEHALL,,34,45,,94,37,,210,1,8,2,1,,,,,
DUBLIN CITY,17355I,MUIRE NA DEA COIRLE G,MOURNE ROAD,DRIMNAGH,,65,45,25,,,,135,1,7,1,0,,,,,
DUBLIN CITY,17356K,MUIRE NA DEA COIRLE INF,MOURNE ROAD,DUBLIN 12,,19,145,,,,,164,1,8,6,0,,,,,
DUBLIN CITY,17367P,SCOIL MHUIRE GNS,NAVAN ROAD,DUBLIN 7,,,111,299,,,,410,1,16,4,0,,,,,
DUBLIN CITY,17459U,CHRIST THE KING I G,CABRA,DUBLIN 7,,,62,,,,,62,0,3,2,0,,,,,
DUBLIN CITY,17464N,"FIONNBARRA NAOFA B.N.S.,",Kilkieran Road,Cabra West,,38,44,27,,,,109,1,6,4,0,,,,,
DUBLIN CITY,17465P,DOMINICAN CONVENT GIRLS,CABRA,DUBLIN 7,,102,46,25,,,,173,1,9,4,0,,,,,
DUBLIN CITY,17466R,ST CATHERINES INFANT SCHOOL,CABRA,DUBLIN 7,,128,,,,,,128,1,8,2,0,,,,,
DUBLIN CITY,17603B,SCOIL IOSAGAIN,AUGHAVANNAGH ROAD,CRUMLIN,,19,93,,,,,112,1,5,3,1,,,,,
DUBLIN CITY,17683C,MUIRE OG 2 LORETO CON,CRUMLIN ROAD,DUBLIN 12,,128,82,,,,,210,1,12,6,0,,,,,
DUBLIN CITY,17730I,S N NA LANAI GLASA,SEAFIELD AVENUE,CLONTARF,,15,,107,61,,,183,1,7,1,1,,,,,
DUBLIN CITY,17732M,SCOIL CHIARAIN,ASCAL UI CHOILEAIN,DOMHNACH CAIRNE,,64,22,,,,,86,1,5,3,0,,,,,
DUBLIN CITY,17881G,SCOIL UI CHONAILL,NTH RICHMOND STREET,DUBLIN 1,,87,106,,,,,193,1,10,6,0,,,,,
DUBLIN CITY,17891J,SCOIL MHUIRE,MOUNT SACKVILLE CONVENT,CHAPELIZOD,,,,86,160,,,246,1,8,2,0,,,,,
DUBLIN CITY,17893N,SANCTA MARIA C B S,SYNGE ST,DUBLIN 8,,62,23,27,,,,112,1,6,3,0,,,,,
DUBLIN CITY,17912O,S N EOIN BOSCO BUACH,NAVAN ROAD,DUBLIN 7,,,91,247,61,,,399,1,15,6,0,,,,,
DUBLIN CITY,17936F,S N EOIN BAISDE B SIN,SEAFIELD RD,CLONTARF,,,,298,30,,,328,1,12,5,0,,,,,
DUBLIN CITY,17976R,SCOIL ASSAIM B,RAHENY,DUBLIN 5,,,21,194,61,,,276,1,10,3,0,,,,,
DUBLIN CITY,17977T,SCOIL AINE C,RAHENY,DUBLIN 5,,,69,80,154,,,303,1,11,2,0,,,,,
DUBLIN CITY,17978V,NAISCOIL IDE,ALL SAINTS DRIVE,RAHENY,,,,359,,,,359,1,13,3,0,,,,,
DUBLIN CITY,18137D,S N NAOMH FEARGAL,FINGLAS WEST,DUBLIN 11,,52,66,,,,,118,1,6,2,0,,,,,
DUBLIN CITY,18170B,SN MUIRE NA FREASTOGALA,SIURACHA NA CARTHANACHR,BAILE UAILCIN,,19,23,163,,,,205,1,8,2,0,,,,,
DUBLIN CITY,18171D,OUR LADY ASSUMPTION BNS,SIURACHA NA CARTHANACHA,BAILE UAILCIN,,,68,138,,,,206,1,8,5,0,,,,,
DUBLIN CITY,18205R,S N AN PHAROISTE,FINGLAS,DUBLIN 11,,14,45,,,,,59,0,3,0,0,,,,,
DUBLIN CITY,18282M,SN PAROISTE MAITIU NFA,CRANFIELD PLACE,SANDYMOUNT,,,,83,92,,,175,0,6,2,0,,,,,
DUBLIN CITY,18341C,SN LOUISE DE MARILLAC C,DRUMFIN RD,BALLYFERMOT,,102,64,,,,,166,1,9,3,1,,,,,
DUBLIN CITY,18342E,SN LOUISE DE MARILLAC,BALLYFERMOT,DUBLIN 10,,125,61,,,,,186,1,10,5,0,,,,,
DUBLIN CITY,18360G,SCOIL BHREANDAIN,COOLOCK,DUBLIN 5,,36,42,,92,,,170,1,7,4,0,,,,,
DUBLIN CITY,18361I,S N CAITRIONA C,COOLOCK,DUBLIN 5,,19,175,,,,,194,1,9,3,0,,,,,
DUBLIN CITY,18362K,S N CAITRIONA NAIONAIN,COOLOCK,DUBLIN 5,,,162,53,,,,215,1,9,5,0,,,,,
DUBLIN CITY,18386B,MARIST NATIONAL SCHOOL,CLOGHER ROAD,CRUMLIN,,51,175,52,,,,278,1,13,7,0,,,,,
DUBLIN CITY,18455R,OUR LADY OF ASSUMPTION,SIURACHA NA CARTHANACHA,BAILE UAILCIN,,139,46,,,,,185,1,10,2,0,,,,,
DUBLIN CITY,18477E,SCOIL NA MBRATHAR,FRANCIS STREET,DUBLIN 8,,34,104,,,,,138,1,7,4,0,,,,,
DUBLIN CITY,18519R,SCOIL SEAMUS C B S,JAMES STREET,DUBLIN 8,,61,,25,,,,86,1,5,4,0,,,,,
DUBLIN CITY,18585H,SN BANRION NA NAINGEAL1,BALLYFERMOT,DUBLIN 10,,41,105,,,,,146,1,8,7,0,,,,,
DUBLIN CITY,18632N,S N EOIN BOSCO NAI BUAC,NAVAN RD,DUBLIN 7,,,109,81,,,,190,1,8,2,0,,,,,
DUBLIN CITY,18646B,SPRINGDALE N S,SPRINGDALE NS,LOUGH DERG RD,,,,162,,,,162,0,6,2,1,,,,,
DUBLIN CITY,18682F,ST CANICES B N S,FINGLAS,DUBLIN 11,,,,433,,,,433,1,16,5,0,,,,,
DUBLIN CITY,18683H,ST CANICES G N S,FINGLAS,DUBLIN 11,,,48,289,61,,,398,1,15,5,0,,,,,
DUBLIN CITY,18726W,S N SEOSAMH NA MBRATHAR,FAIRVIEW,DUBLIN 3,,37,23,107,,,,167,1,7,5,0,,,,,
DUBLIN CITY,18817C,S N BRIGHDE,CULLENSWOOD HOUSE,BR FEADHA CUILINN,,,114,57,219,,,390,1,14,2,1,,,,,
DUBLIN CITY,18843D,BAINRION NA N-AINGAL 2,BALLYFERMOT UPPER,DUBLIN 10,,54,41,,,,,95,1,5,3,0,,,,,
DUBLIN CITY,18910P,BANTIARNA NA MBUANNA B,BAILE MUNNA,DUBLIN 9,,34,144,,,,,178,1,9,5,0,,,,,
DUBLIN CITY,18911R,BANTIARNA NA MBUANNA G,BAILE MUNNA,DUBLIN 9,,54,89,,32,,,175,1,8,4,0,,,,,
DUBLIN CITY,18968A,ST MALACHYS B N S,EDENMORE,RAHENY,,83,44,80,,,,207,1,10,7,0,,,,,
DUBLIN CITY,18969C,ST EITHNES SENIOR G N S,EDENMORE,RAHENY,,31,,54,61,,,146,1,6,3,0,,,,,
DUBLIN CITY,19006Q,EOIN BAISDE B SOIS,SEAFIELD RD,CLONTARF,,,,333,,,,333,1,12,4,0,,,,,
DUBLIN CITY,19007S,EOIN BAISDE C NAOIDH,SEAFIELD ROAD,CLONTARF,,,,162,94,,,256,1,9,2,0,,,,,
DUBLIN CITY,19015R,ST JOSEPHS G N S,BARRY AVENUE,FINGLAS WEST,,19,112,25,31,,,187,1,8,4,0,,,,,
DUBLIN CITY,19037E,ST MONICAS N S,EDENMORE,RAHENY,,28,20,29,,,,77,0,4,1,0,,,,,
DUBLIN CITY,19197D,ST KEVINS B N S,BARRY AVENUE,FINGLAS NORTH-WEST,,17,106,50,,,,173,1,8,6,0,,,,,
DUBLIN CITY,19208F,HOLY SPIRIT B N S,SILLOGE RD,BAILE MUNNA,,54,283,,,,,337,1,16,8,1,,,,,
DUBLIN CITY,19209H,SN AN SPIORAID NAIOMH C,SILLOGUE RD,BALLYMUN,,102,108,,63,,,273,1,13,6,0,,,,,
DUBLIN CITY,19242F,OUR LADY OF VICTORIES INFANT N S,BALLYMUN ROAD,DUBLIN 9,,141,90,,,,,231,1,12,5,1,,,,,
DUBLIN CITY,19297H,CROMCASTLE GREEN B N S,KILMORE RD WEST,ARTANE,,47,151,25,,,,223,1,11,5,0,,,,,
DUBLIN CITY,19298J,SCOIL NAIS IDE CAILINI,KILMORE ROAD WEST,ARTANE,,66,65,51,,,,182,1,9,3,0,,,,,
DUBLIN CITY,19302U,SN NA MAIGHDINE MUIRE B,BALLYMUN,DUBLIN 9,,139,,,,,,139,1,8,5,0,,,,,
DUBLIN CITY,19303W,NA MAIGHDINE MHUIRE,SHANGAN ROAD,BALLYMUN,,98,,29,,,,127,1,7,4,0,,,,,
DUBLIN CITY,19308J,ST BRIGIDS BOYS N S,HOWTH ROAD,KILLESTER,,,92,249,60,,,401,1,15,4,1,,,,,
DUBLIN CITY,19309L,SCOIL NEASAIN,BAILE HARMAIN,BAILE ATH CLIATH 5,,,,29,222,,,251,1,8,3,1,,,,,
DUBLIN CITY,19395H,SCOIL MOBHI,BOTHAR MOBHI,GLASNAOIN,,,,,259,,,259,1,8,5,0,,,,,
DUBLIN CITY,19406J,HOLY TRINITY SEN N S,GRANGE ROAD,DONAGHMEDE,,,115,109,121,,,345,1,13,5,0,,,,,
DUBLIN CITY,19430G,SCOIL AN TSEACHTAR LAOCH,BALLYMUN ROAD,DUBLIN 11,,28,64,105,,,,197,1,9,4,0,,,,,
DUBLIN CITY,19431I,ST JOSEPHS JNR,BALCURRIS,BALLYMUN,,140,,,,,,140,1,9,10,1,,,,,
DUBLIN CITY,19454U,DARNDALE NS JUNIOR,OUR LADY IMMAC JUN NS,DARNDALE,,226,,,,,,226,1,16,5,0,,,,,
DUBLIN CITY,19471U,ST PAULS JUNIOR NATIONAL SCHOOL,AYRFIELD,MALAHIDE RD,,,95,78,60,,,233,1,9,2,0,,,,,
DUBLIN CITY,19473B,SCOIL BHRIDE,DONAGHMEDE,DUBLIN 13,,19,48,220,30,,,317,1,12,4,0,,,,,
DUBLIN CITY,19480V,ST PATRICKS,ST PATRICKS CLOSE,DUBLIN 8,8,10,,,,,,18,0,2,0,0,,,,,
DUBLIN CITY,19489Q,SN NAOMH FINNIN,GLENTIES PARK,RIVERMOUNT,,63,45,86,30,,,224,1,10,5,0,,,,,
DUBLIN CITY,19496N,SCOIL FHIACHRA SOISIR,BEAUMONT,DUBLIN 5,,,,608,61,,,669,1,24,10,0,,,,,
DUBLIN CITY,19524P,OUR LADY IMMAC SEN N S,OUR LADY IMMAC SEN NS,DARNDALE,,57,108,75,,,,240,1,11,9,0,,,,,
DUBLIN CITY,19538D,ST KEVINS JUNIOR N S,NEWBROOK AVE,DONAGHMEDE,,,47,56,,,,103,0,4,3,0,,,,,
DUBLIN CITY,19546C,ST OLIVER PLUNKETT N S,ST OLIVER PLUNKETT NS,ST HELENAS DRIVE,,71,41,26,,,,138,1,7,2,0,,,,,
DUBLIN CITY,19583I,ST JOSEPHS SENIOR N S,ST JOSEPHS SENIOR NS,BALCURRIS,,68,83,,,,,151,1,8,5,0,,,,,
DUBLIN CITY,19589U,GAELSCOIL INSE CHOR,DROICHEAD NA HINSE,BAILE ATHA CLIATH 8,,,90,114,31,,,235,1,9,1,0,,,,,
DUBLIN CITY,19611K,SCOIL NAOMH COLMCILLE,NEWBROOK RD,DONAGHMEDE,,46,,50,,,,96,1,5,1,0,,,,,
DUBLIN CITY,19618B,ST PAULS SEN NS,AYRFIELD,MALAHIDE RD,,,,108,122,,,230,1,8,3,0,,,,,
DUBLIN CITY,19619D,ST MALACHYS NS,RIVERMOUNT,FINGLAS,,49,43,28,,,,120,1,6,4,0,,,,,
DUBLIN CITY,19628E,ST FIACHRAS SEN N S,BEAUMONT,MONTROSE,,,68,402,124,,,594,1,22,6,0,,,,,
DUBLIN CITY,19661C,ST GABRIELS NS,DOMINICAN CAMPUS,BALLYFERMOT,,132,64,,,,,196,1,11,5,0,,,,,
DUBLIN CITY,19662E,ST MICHAELS NS,DOMINICAN CONVENT,BALLYFERMOT,,122,153,26,,,,301,1,15,6,0,,,,,
DUBLIN CITY,19663G,ST RAPHAELS NS,DOMINICAN CONVENT,BALLYFERMOT,,158,63,,,,,221,1,12,7,0,,,,,
DUBLIN CITY,19668Q,ST FRANCIS SENIOR N S,PRIORSWOOD,DUBLIN 17,,188,,,,,,188,1,12,3,0,,,,,
DUBLIN CITY,19669S,LADY OF GOOD COUNSEL NS,MOURNE RD,DRIMNAGH,,33,41,27,64,,,165,1,7,3,0,,,,,
DUBLIN CITY,19727G,ST MARYS CENTRAL N S,BELMONT AVENUE,DONNYBROOK,,34,,58,161,,,253,1,9,3,0,,,,,
DUBLIN CITY,19764M,OUR LADY OF WAYSIDE N S,BLUEBELL,INCHICORE,,84,,25,,,,109,1,6,3,0,,,,,
DUBLIN CITY,19774P,ST JOSEPHS MXD N S,EAST WALL,DUBLIN 3,,68,111,,,,,179,1,9,4,0,,,,,
DUBLIN CITY,19777V,GAELSCOIL MIDE,BOTHAR AN GHLEANTAIN,GHLAIS CILL BHARROG,,,,52,184,,,236,1,8,2,0,,,,,
DUBLIN CITY,19831B,SCOIL CHAOIMHIN,SRAID MHAOILBHRIDE,BAILE ATHA CLIATH 1,,48,,,,,,48,0,3,1,0,,,,,
DUBLIN CITY,19837N,DRIMNAGH CASTLE CBS N S,DRIMNAGH CASTLE,DUBLIN 12,,,48,274,120,,,442,1,16,8,0,,,,,
DUBLIN CITY,19845M,NORTH DUBLIN NS PROJECT,BALLYMUN ROAD,DUBLIN 9,,,,217,,,,217,1,8,2,0,,,,,
DUBLIN CITY,19889J,SCOIL COLM,ARMAGH ROAD,CRUMLIN,,48,22,51,,,,121,1,6,6,0,,,,,
DUBLIN CITY,19895E,SCOIL MHUIR S IOSAF,ST MARYS PLACE,PLAS MHUIRE,,67,,25,,,,92,1,6,5,0,,,,,
DUBLIN CITY,19896G,SCOIL CAITRIONA NA MBRAITHRE,BAGGOT ST,DUBLIN 2,,44,43,,,,,87,0,5,2,1,,,,,
DUBLIN CITY,19907I,GAELSCOIL MOLOGA,BOTHAR CHLAREVILLE,BAILE ATHA CLIATH 6W,,18,,136,60,,,214,1,8,2,0,,,,,
DUBLIN CITY,19913D,ST JOSEPHS NS,MACROOM ROAD,BONNYBROOK,,141,107,81,,,,329,1,16,7,0,,,,,
DUBLIN CITY,19919P,ST DAVIDS N S,KILMORE ROAD,ARTANE,,19,90,213,34,,,356,1,14,4,0,,,,,
DUBLIN CITY,19920A,ST JOHN OF GOD N S,KILMORE ROAD,ARTANE,,90,63,27,,,,180,1,9,4,0,,,,,
DUBLIN CITY,19924I,HAROLDS CROSS N S,HAROLDS CROSS,DUBLIN 6W,,,23,161,60,,,244,1,9,6,0,,,,,
DUBLIN CITY,19926M,GAELSCOIL CHOLAISTE MHUIRE,4 CEARNOG PHARNELL,B.A.C. 1,,,68,53,61,,,182,0,7,2,0,,,,,
DUBLIN CITY,19928Q,RANELAGH MULTI DENOM NS,RANELAGH ROAD,DUBLIN 6,,,,55,184,,,239,1,8,4,1,,,,,
DUBLIN CITY,19929S,ST BRIGIDS SENIOR GIRLS,FINGLAS WEST,DUBLIN 11,,124,21,29,,,,174,1,9,3,0,,,,,
DUBLIN CITY,19933J,SCOIL TREASA NAOFA,PETRIE ROAD,DONORE AVENUE,,94,41,,,,,135,1,8,3,1,,,,,
DUBLIN CITY,19935N,SCOIL EOIN,GREENDALE ROAD,DUBLIN 5,,130,110,,,,,240,1,13,5,0,,,,,
DUBLIN CITY,19946S,RUTLAND STREET N S,LOWER RUTLAND STREET,DUBLIN 1,,88,40,,,,,128,1,8,6,0,,,,,
DUBLIN CITY,19954R,NORTH BAY EDUCATE TOGETHER NS,GREENDALE AVENUE,KILBARRACK,,,24,188,,,,212,1,8,4,0,,,,,
DUBLIN CITY,19981U,ST MARYS N S,WINDSOR AVE,FAIRVIEW,,73,88,51,,,,212,1,11,5,0,,,,,
DUBLIN CITY,20005V,SCOIL PLAS MHUIRE,ST MARYS PLACE,DORSET STREET,,49,20,26,,,,95,1,5,5,0,,,,,
DUBLIN CITY,20012S,GRIFFITH BARRACKS MULTI D SCHOOL,THE OLD GUARDHOUSE,GRIFFITH COLLEGE,,,,248,,,,248,1,9,3,1,,,,,
