COUNTY,RollNo,SCHOOL NAME,ADDRESS LINE 1,ADDRESS LINE 2,0-9,10-19,20-24,25-29,30-34,35-39,40and over,Total Pupils,Walking admin principal,Full-time equivalent mainstream class teachers,Other teachers full-time,Other teachers part-time,,,,,
LAOIS,18014K,Scoil an Chroi Ro Naofa,The Swan N.S.,via Athy,,13,21,,,,,34,0,2,0,0,,,,,
LAOIS,18075H,RATHDOMHNAIGH N S,RATHDOWNEY,CO LAOIS,,49,,,,,,49,0,3,0,0,,,,,
LAOIS,18150S,FRAOCH MOR N S,FRAOCH MOR,PORTLAOISE,,15,,171,30,,,216,1,8,3,0,,,,,
LAOIS,18166K,CLUAIN EIDHNEACH N S,CLUAIN EIDHNEACH,MOUNTRATH,,16,24,25,,,,65,0,3,1,0,,,,,
LAOIS,18203N,CUL AN TSUDAIRE N S,CUL AN TSUDAIRE,PORTARLINGTON,,,46,29,,,,75,0,3,1,0,,,,,
LAOIS,18206T,NA CARRAIGE N S,NA CARRAIGE,MOUNTMELLICK,,,44,82,60,,,186,0,7,2,0,,,,,
LAOIS,18265M,BHRIDE N S,ARD DUACH,CARLOW,15,,,,,,,15,0,2,0,0,,,,,
LAOIS,18294T,BARR NA SRUTHAN N S,BARR NA SRUTHAN,MOUNTMELLICK,,31,,26,,,,57,0,3,0,0,,,,,
LAOIS,18368W,MHUIRE FATIMA N S,TIGH MOCHUA,PORTLAOISE,,38,,27,62,,,127,0,5,2,0,,,,,
LAOIS,18433H,NAOMH PIUS X N S,BALLACOLLA,PORTLAOISE,,33,,,,,,33,0,2,1,0,,,,,
LAOIS,18513F,NAOMH PADRAIG N S,DOIRE LIAIM OIG,ROSENALLIS,,19,,83,,,,102,0,4,1,0,,,,,
LAOIS,18532J,ARDLIOS N S,ARDLIOS,BALLICKMOYLER,,18,,28,33,,,79,0,3,1,0,,,,,
LAOIS,18547W,FAOLAN NAOFA N S,BAILE UI RUAIN,PORTLAOISE,,,46,,,,,46,0,2,0,0,,,,,
LAOIS,18641O,S N NAOMH EOIN,PORTARLINGTON,CO LAOIS,,19,67,133,161,,,380,1,14,2,1,,,,,
LAOIS,18780F,S N NAOMH COLMCILLE,ERRILL,PORTLAOISE,,13,20,27,,,,60,0,3,1,0,,,,,
LAOIS,18828H,ST. PAULS PRIMARY SCHOOL,BORRIS ROAD,PORTLAOISE,,,69,220,126,,,415,1,15,9,0,,,,,
LAOIS,19286C,S N MHUIRE,PRESENTATION CONVENT,PORTLAOISE,,,44,274,94,,,412,1,15,6,0,,,,,
LAOIS,19369G,ST PAULS N S,ST PAULS RECTORY,MOUNTMELLICK,9,13,,,,,,22,0,2,1,0,,,,,
LAOIS,19747M,SCOIL BHRIDE NS,PORTLAOISE,CO LAOIS,,57,679,,,,,736,1,34,16,0,,,,,
LAOIS,19750B,SCOIL MHUIRE,ABBEYLEIX,CO LAOIS,,19,111,112,93,,,335,1,13,5,1,,,,,
LAOIS,19791P,Scoil Tíghearnach Naofa,Cullohill,Rathdowney,,,,77,31,,,108,0,4,1,0,,,,,
LAOIS,20065Q,OUR LADYS MEADOW NATIONAL SCHOO,DURROW,CO LAOIS,,,,84,92,,,176,0,6,3,0,,,,,
LAOIS,20071L,SCOIL BHRIDE,RATHDOWNEY,CO LAOIS,,,46,137,,,,183,1,7,4,0,,,,,
LAOIS,20081O,GAELSCOIL PHORT LAOISE,Bóthar Maighéan Rátha,Portlaoise,,,43,105,61,,,209,1,8,3,0,,,,,
LAOIS,20118L,SCOIL BHRIDE,CLUAIN NA SLI,MOINTEACH MILIC,,,,104,32,,,136,0,5,1,1,,,,,
LAOIS,20169F,CASTLETOWN N.S,PORTLAOISE,CO LAOIS,,36,,27,30,39,,132,0,5,1,1,,,,,
LAOIS,20224K,GAELSCOIL AN TSLI DALA,BOIRIS MOR OSSARI,CONTAE LAOISE,,30,,,,,,30,0,2,0,0,,,,,
LAOIS,20295K,Carlow Educate Together NS,Unit 5 Shamrock Business Park,Graiguecullen,,,68,51,,,,119,1,5,3,1,,,,,
LAOIS,20347D,Portlaoise Educate Together NS,Railway Street,Portlaoise,,40,23,50,,,,113,0,6,0,1,,,,,
LAOIS,20353V,St Coleman's National School,Stradbally,Laois,,,136,130,34,,,300,1,12,4,0,,,,,
LEITRIM,01125B,LEITRIM MXD N S,CARRICK ON SHANNON,CO LEITRIM,,18,,111,61,,,190,1,7,1,0,,,,,
LEITRIM,08390J,MASTERSONS N S,MANORHAMILTON,CO LEITRIM,17,,,,,,,17,0,2,0,0,,,,,
LEITRIM,08673V,THE HUNT N S,CASTLE STREET,MOHILL,,30,,,,,,30,0,2,0,0,,,,,
LEITRIM,09353I,NEWTOWNGORE N S 1,CARRICK ON SHANNON,CO LEITRIM,,30,,,,,,30,0,2,0,0,,,,,
LEITRIM,13614J,S N BRID NAOFA,BEAL AN ATHA MOIR,CARRICK ON SHANNON,,12,66,29,,,,107,0,5,1,0,,,,,
LEITRIM,13656C,ANNADUFF MXD N S,AGHAMORE,CARRICK ON SHANNON,,,,80,64,,,144,0,5,1,1,,,,,
LEITRIM,13908D,BALLAGHAMEEHAN N S,ROSSINVER,SLIGO,,22,,,,,,22,0,2,0,0,,,,,
LEITRIM,14339S,AUGHAVAS NS,CARAIGALLEN,CO LEITRIM,,19,24,26,,,,69,0,3,1,0,,,,,
LEITRIM,14898I,DRUMEELA N S,CARRIGALLEN PO,CO LEITRIM,,27,,,,,,27,0,2,0,0,,,,,
LEITRIM,15116D,ARDVARNEY MXD N S,DROMAHAIR,CO LEITRIM,,19,,26,,,,45,0,2,0,0,,,,,
LEITRIM,15194A,NAOMH CAILLIN,FIODHNACH FOXFIELD,CARRICK ON SHANNON,,,24,78,30,,,132,0,5,1,0,,,,,
LEITRIM,15382B,DRUMLEASE N S,DROMAHAIR,CO LEITRIM,,,86,51,,,,137,0,6,2,0,,,,,
LEITRIM,15960P,GORTLETTERAGH CENTRAL,FORNOCHT,CARA DROMA RUISC,,19,24,25,,,,68,0,3,2,0,,,,,
LEITRIM,16130C,ST JOSEPHS N S,KILLENUMERY,DROMAHAIR,,17,45,,,,,62,0,3,1,0,,,,,
LEITRIM,16474L,CARRIGALLEN N S,CARRIGALLEN,CO LEITRIM,,,46,54,34,,,134,0,5,3,0,,,,,
LEITRIM,16932P,AUGHAWILLAN NS,GARADICE,CO LEITRIM,,27,,,,,,27,0,2,1,0,,,,,
LEITRIM,16951T,S N NA CRAOIBHELEITHE,DRUMKEERAN,CO LEITRIM,14,,,,,,,14,0,2,0,0,,,,,
LEITRIM,17125O,DIFFEREEN N S,MANORHAMILTON,CO LEITRIM,,,42,,,,,42,0,2,0,0,,,,,
LEITRIM,17132L,DRUMNAMORE N S,LAWDERDALE,CARRICK ON SHANNON,4,10,,,,,,14,0,2,0,0,,,,,
LEITRIM,17206O,GLEBE N S,LARGY N S,KINLOUGH,,29,,,,,,29,0,2,1,0,,,,,
LEITRIM,17233R,MANORHAMILTON B N S,SCOIL SAN CLAR,MANORHAMILTON,,,69,82,61,,,212,1,8,4,0,,,,,
LEITRIM,17558W,S N ROSAN,CARRIGALLEN,CO LEITRIM,12,,,,,,,12,0,2,0,0,,,,,
LEITRIM,17906T,MARIST G N S,CARA DROMA RUISC,CO LEITRIM,,37,24,83,62,,,206,1,8,3,0,,,,,
LEITRIM,18139H,S N NAOMH PADRAIG,TEARMON SPENCER HARBOUR,CARRICK-ON-SHANNON,,33,,,,,,33,0,2,0,0,,,,,
LEITRIM,18181G,St. Hugh's N.S.,DOWRA,(via Carrick-on-Shannon),,35,20,,,,,55,0,3,0,0,,,,,
LEITRIM,18329M,S N NAOMH MHUIRE,LECKANN,CO LEITRIM,,11,24,,,,,35,0,2,0,0,,,,,
LEITRIM,18492A,S N NAOMH BRIGHID,COILL NA GCROS,CARRICK ON SHANNON,,19,43,,,,,62,0,3,1,1,,,,,
LEITRIM,18589P,S N MHIC DIARMADA,COILLTE CLOCHAIR,CO LEITRIM,,25,,,,,,25,0,2,1,0,,,,,
LEITRIM,18656E,SN BEAL AN ATHA MHOIR,SCOIL NAOMH PADRAIG,BEAL AN ATHA MHOIR,,31,23,,,,,54,0,3,1,0,,,,,
LEITRIM,18741S,FAITIMA N S,CLUANA,CARRICK ON SHANNON,,14,41,,,,,55,0,3,0,1,,,,,
LEITRIM,18822S,ST MARYS N.S.,SUMMERHILL,CARRICK -ON-SHANNON,,,46,25,,,,71,0,3,3,0,,,,,
LEITRIM,19255O,ST MICHAELS NS,GLENFARNE,CO LEITRIM,,19,22,26,,,,67,0,3,1,0,,,,,
LEITRIM,19360L,DRUMKEERIN CENTRAL NS,DRUMKEERIN CENTRAL SCH,DRUMKEERIN,,19,,58,,,,77,0,3,2,0,,,,,
LEITRIM,19365V,ACHADH NA SILEANN,ACHADH NA SILEANN,CORA DROMA RUISC,,32,,26,,,,58,0,3,2,0,,,,,
LEITRIM,19423J,ST  PATRICKS NS,DRUMSHAMBO,CO LEITRIM,,,43,54,123,,,220,1,8,2,1,,,,,
LEITRIM,19519W,ST BRIDS,DRUMCONG CENTRAL SCHOOL,DRUMCONG,,,24,114,30,,,168,0,6,2,0,,,,,
LEITRIM,19554B,SCOIL MHUIRE,BORNACOOLA,CARRICK ON SHANNON,,,44,,30,,,74,0,3,1,0,,,,,
LEITRIM,19600F,S N NAOMH MHUIRE,DRUMLEA,CARRIGALLEN,,,47,,,,,47,0,2,0,0,,,,,
LEITRIM,20079E,FOUR MASTERS NS,KINLOUGH,CO LEITRIM,,,71,85,96,,,252,1,9,3,0,,,,,
LEITRIM,20203C,MOHILL N S,MOHILL,CO LEITRIM,,,23,154,,36,,213,1,8,2,0,,,,,
LEITRIM,20212D,GAELSCOIL LIATROMA,C L G MAOMH MHUIRE,ATTYFINLAY,,35,48,26,96,,,205,1,8,1,0,,,,,
LEITRIM,20260O,Gaelscoil Chluainín,Sráid an Chaisleáin,Cluainín Uí Ruairc,,,44,,31,,,75,0,3,1,0,,,,,
LIMERICK CITY,00570R,MHUIRE NAOFA CAILINI,BISHOP STREET,LIMERICK,,74,,,,,,74,1,5,3,0,,,,,
LIMERICK CITY,06936R,ST JOHNS CONVENT,CATHEDRAL PLACE,LIMERICK CITY,,74,134,83,,,,291,1,13,8,0,,,,,
LIMERICK CITY,12834S,ST MICHAELS,11 BARRINGTON ST,LIMERICK,,,44,56,34,,,134,0,5,3,0,,,,,
LIMERICK CITY,15320C,ST MICHAELS NS,CBS GROUNDS,SEXTON STREET,,55,,,,,,55,1,4,4,0,,,,,
LIMERICK CITY,16443A,SCOIL PADRAIG NAOFA B,DUBLIN ROAD,LIMERICK,,,20,161,30,,,211,1,8,3,0,,,,,
LIMERICK CITY,16444C,SCOIL PADRAIG NAOFA C,DUBLIN ROAD,LIMERICK,,,23,107,95,,,225,1,8,2,0,,,,,
LIMERICK CITY,16715H,ST JOHN THE BAPTIST BOYS N S,DOWNEY STREET,PENNYWELL,,19,20,,,,,39,0,2,2,0,,,,,
LIMERICK CITY,16910F,SCOIL IOSAGAIN,SRAID SEASNAIN,LIMERICK,,122,109,,,,,231,1,12,8,0,,,,,
LIMERICK CITY,17445J,SCOIL LILE NAOFA,KILEELY,LIMERICK,,33,23,,,,,56,0,3,2,0,,,,,
LIMERICK CITY,17671S,MARIA AUXILIATRIX N S,FERNBANK,LIMERICK,,37,24,57,91,,,209,1,8,3,0,,,,,
LIMERICK CITY,17737W,OUR LADY QUEEN OF PEACE SCHOOL,JANESBORO,LIMERICK,,84,45,51,30,,,210,1,10,6,0,,,,,
LIMERICK CITY,17941V,ST MUNCHINS G N S,BALLYNANTY,LIMERICK,,99,91,,,,,190,1,10,6,0,,,,,
LIMERICK CITY,17942A,SCOIL MHAINCHIN BUACH,BOTHAR SIOLBROIN,LIMERICK,,54,21,,,,,75,1,5,3,0,,,,,
LIMERICK CITY,18677M,SCOIL MATHAIR DE,CUAR BOTHAR THEAS,LUIMNEACH,,,70,85,90,,,245,1,9,4,0,,,,,
LIMERICK CITY,18872K,SCOIL IDE,CORBALLY,LIMERICK,,,165,301,306,,,772,1,28,9,0,,,,,
LIMERICK CITY,18991S,J F K MEMORIAL SCHOOL,ENNIS RD,LIMERICK,,,47,156,34,,,237,1,9,3,2,,,,,
LIMERICK CITY,19204U,CROI RO NAOFA IOSA,FERNBANK,LIMERICK,,,89,138,,,,227,1,9,4,0,,,,,
LIMERICK CITY,19331E,SCOIL CHRIOST RI B,CAHERDAVIN,LIMERICK City,,,87,134,32,,,253,1,10,5,0,,,,,
LIMERICK CITY,19332G,S N MUIRE NA HEIREANN,CAHERDAVIN,LIMERICK City,,,42,190,62,,,294,1,11,3,0,,,,,
LIMERICK CITY,19372S,SOUTH HILL N S,SOUTH HILL,LIMERICK,,64,,,,,,64,1,5,4,0,,,,,
LIMERICK CITY,19475F,ST BRIGIDS NS,SINGLAND,LIMERICK,,,115,243,60,,,418,1,16,6,1,,,,,
LIMERICK CITY,19667O,OUR LADY OF LOURDES N S,ROSBRIEN,LIMERICK,17,80,68,,,,,165,1,11,8,1,,,,,
LIMERICK CITY,19830W,CORPUS CHRISTI N S,MOYROSS,LIMERICK,,143,24,,,,,167,1,10,7,0,,,,,
LIMERICK CITY,19894C,AN MHODH SCOIL,ASCAIL UI CHONAILL,LUIMNEACH,,,92,272,189,,,553,1,20,6,0,,,,,
LIMERICK CITY,19931F,GAELSCOIL SHEOIRSE,CLANCY,AN CNOC THEAS,,47,24,27,,,,98,1,5,2,0,,,,,
LIMERICK CITY,19934L,LIMERICK SCHOOL PROJECT,O'CONNELL AVENUE,LIMERICK,,,,218,,,,218,1,8,3,0,,,,,
LIMERICK CITY,19956V,GAELSCOIL SAIRSEAL,SRAID AN DROICHID,LUIMNEACH,,67,24,55,62,35,,243,1,10,2,0,,,,,
LIMERICK CITY,20018H,MARIA KING PRESENTATION PRIMARY,SEXTON STREET,LIMERICK,,94,44,52,31,,,221,1,11,9,0,,,,,
LIMERICK CITY,20181S,GAELSCOIL AN RAITHIN,DOORADOYLE ROAD,LIMERICK CITY,,,20,26,96,108,,250,1,8,3,0,,,,,
LIMERICK CITY,20184B,GALVONE NS,KENNEDY PARK,LIMERICK CITY,7,65,20,27,,,,119,1,9,4,1,,,,,
LIMERICK CITY,20185D,ST MARYS BOYS NS,ISLAND ROAD,LIMERICK,9,64,,,,,,73,1,6,5,0,,,,,
LIMERICK COUNTY,02007A,CROAGH NATIONAL SCHOOL,RATHKEALE,CO LIMERICK,,37,23,26,,,,86,0,4,2,0,,,,,
LIMERICK COUNTY,02358G,TEMPLEGLANTINE N S,TEMPLEGLANTINE,CO LIMERICK,,19,22,52,,,,93,0,4,2,0,,,,,
LIMERICK COUNTY,02813E,S N SHEANAIN,FOYNES,CO LIMERICK,,,44,81,,,,125,0,5,2,0,,,,,
LIMERICK COUNTY,04466T,BALLYMARTIN N S,CROOM,KILMALLOCK,,18,66,,,,,84,0,4,0,0,,,,,
LIMERICK COUNTY,04469C,S N FIODHNACH,KILLMALLOCK,CO LIMERICK,,,21,26,31,,,78,0,3,1,0,,,,,
LIMERICK COUNTY,06516S,KILDIMO NATIONAL SCHOOL,KILDIMO,CO LIMERICK,,18,,142,,,,160,0,6,2,0,,,,,
LIMERICK COUNTY,06539H,KNOCKEA NATIONAL SCHOOL,BALLYNEETY,CO LIMERICK,,19,45,80,61,,,205,1,8,2,0,,,,,
LIMERICK COUNTY,07117J,S N LOCH GUIR,HOLY CROSS,KILLMALLOCK,,19,,25,,,,44,0,2,0,0,,,,,
LIMERICK COUNTY,07222G,BANOGUE NATIONAL SCHOOL,CROOM,CO LIMERICK,,38,,29,,,,67,0,3,6,0,,,,,
LIMERICK COUNTY,07317R,GLENGURT N S,TOORNAFULLA,CO LIMERICK,,17,21,29,,,,67,0,3,1,0,,,,,
LIMERICK COUNTY,07857D,S N AILBHE,KILLINURE,LIMERICK,,,20,109,,,,129,0,5,3,0,,,,,
LIMERICK COUNTY,07900B,BALLYSTEEN N S,ASKEATON,CO LIMERICK,,29,,,,,,29,0,2,0,0,,,,,
LIMERICK COUNTY,08342V,BOHERMORE N S,BALLYSIMON,CO LIMERICK,,25,,,,,,25,0,2,0,0,,,,,
LIMERICK COUNTY,08419H,ARDPATRICK N S,KILLMALLOCK,CO LIMERICK,,18,,52,,,,70,0,3,1,0,,,,,
LIMERICK COUNTY,08572P,BRUREE NATIONAL SCHOOL,BRUREE,CO LIMERICK,,,21,52,62,,,135,0,5,1,0,,,,,
LIMERICK COUNTY,08926B,ST NICHOLAS CHURCH OF IRELAND SCHOO,ADARE,CO LIMERICK,,,,54,,,,54,0,2,1,0,,,,,
LIMERICK COUNTY,09132P,CARNANE MXD N S,FEDAMORE,KILMALLOCK,,,,81,,,,81,0,3,2,0,,,,,
LIMERICK COUNTY,09296W,OUR LADYS ABBEY,SCOIL NA GCAILINI,ADARE,,17,21,28,63,,,129,0,5,1,0,,,,,
LIMERICK COUNTY,09306W,CROOM NATIONAL SCHOOL,CROOM,CO LIMERICK,,16,45,56,30,,,147,0,6,2,0,,,,,
LIMERICK COUNTY,09401Q,MONOGAY NATIONAL SCHOOL,NEWCASTLEWEST,CO LIMERICK,,19,24,83,,,,126,0,5,1,0,,,,,
LIMERICK COUNTY,09702H,ST JAMES N S,CAPPAGH,ASKEATON,,,21,55,30,,,106,0,4,1,0,,,,,
LIMERICK COUNTY,09915B,MARTINSTOWN N S,KILLMALLOCK,CO LIMERICK,,,,52,,,,52,0,2,0,0,,,,,
LIMERICK COUNTY,09927I,GRANAGH NATIONAL SCHOOL,GRANAGH,KILMALLOCK,,19,23,29,,,,71,0,3,1,0,,,,,
LIMERICK COUNTY,10929T,RATHKEALE N S 2,RATHKEALE,CO LIMERICK,8,16,,,,,,24,0,2,0,0,,,,,
LIMERICK COUNTY,10991B,GARRYDOOLIS N S,PALLASAGREEN,CO LIMERICK,,35,,,,,,35,0,2,0,0,,,,,
LIMERICK COUNTY,11280T,CARRICKERRY N S,ATHEA,CO LIMERICK,,31,21,,,,,52,0,3,1,0,,,,,
LIMERICK COUNTY,11307N,BALLYGUILTENANE N S,GLIN,CO LIMERICK,9,18,20,,,,,47,0,3,1,0,,,,,
LIMERICK COUNTY,11422N,MAHOONAGH N S,CASTLEMAHON,LIMERICK,,,21,135,,,,156,0,6,3,0,,,,,
LIMERICK COUNTY,11809O,S N CNOCH A DEAGA,BALLYLANDERS,CO LIMERICK,8,11,,,,,,19,0,2,1,0,,,,,
LIMERICK COUNTY,11955C,COOLCAPPA N S,ARDAGH,CO LIMERICK,,30,,,,,,30,0,2,0,0,,,,,
LIMERICK COUNTY,12368P,S N NAOMH PADRAIG,ABBEYFEALE,CO LIMERICK,,32,,,,,,32,0,2,0,0,,,,,
LIMERICK COUNTY,12613C,GLENBROHANE N S,GARRYSPILLANE,KILLMALLOCK,,,24,53,,,,77,0,3,1,0,,,,,
LIMERICK COUNTY,12631E,PALLASKENRY N S,PALLASKENRY N S,CO LIMERICK,,,24,81,61,,,166,0,6,3,0,,,,,
LIMERICK COUNTY,12975N,ST JOSEPHS CONVENT,NEWCASTLE WEST,CO LIMERICK,,19,,105,67,35,,226,1,8,4,0,,,,,
LIMERICK COUNTY,13026P,KILFINANE CONVENT PRIMARY SCHOOL,KILFINANE,CO LIMERICK,,,20,54,31,36,,141,0,5,2,0,,,,,
LIMERICK COUNTY,13459A,S N GALLBHAILE,GALBALLY,CO TIPPERARY,,,23,52,65,,,140,0,5,2,0,,,,,
LIMERICK COUNTY,13790G,BULGADEN N S,BULGADEN,KILMALLOCK,,37,20,,,,,57,0,3,0,0,,,,,
LIMERICK COUNTY,14005M,KILTEELY N S,KILTEELY,CO LIMERICK,9,19,,,,,,28,0,2,2,0,,,,,
LIMERICK COUNTY,14067L,FEDAMORE N S,FEDAMORE,KILLMALLOCK,,36,,,,,,36,0,2,0,0,,,,,
LIMERICK COUNTY,14075K,S N MOLUA B,ARDAGH,CO LIMERICK,,,22,55,60,,,137,0,5,2,0,,,,,
LIMERICK COUNTY,14231V,NICKER N S,NICKER,OLDPALLAS,,19,23,25,31,,,98,0,4,2,1,,,,,
LIMERICK COUNTY,14305B,BALLYLANDERS N S,KILMALLOCK,CO LIMERICK,,,47,,31,35,,113,0,4,2,0,,,,,
LIMERICK COUNTY,14409N,SCOIL NEASSAIN,MUNGRET,LIMERICK,,,,113,610,,,723,1,24,13,0,,,,,
LIMERICK COUNTY,14625T,DOON CONVENT N S,DOON,CO LIMERICK,,18,20,107,,,,145,0,6,1,0,,,,,
LIMERICK COUNTY,15226K,CAHERLINE N S,CAHERLINE,CAHERCONLISH,,,24,29,93,,,146,0,5,2,0,,,,,
LIMERICK COUNTY,15680J,SCOIL AN SPIORAID NAOMH,ROXBOROUGH,BALLYSHEEDY,,,92,28,160,,,280,1,10,2,0,,,,,
LIMERICK COUNTY,15685T,ATHEA N SCHOOL,ATHEA,CO LIMERICK,,69,23,26,31,,,149,1,7,4,0,,,,,
LIMERICK COUNTY,15692Q,BILBOA N SCHOOL,BILBOA,CAPPAGHAMORE,,,,55,61,,,116,0,4,1,1,,,,,
LIMERICK COUNTY,15700M,CLOVERFIELD N S,CLOVERFIELD,DROMCHAOIN,,51,,,,,,51,0,3,0,0,,,,,
LIMERICK COUNTY,16118M,DONOUGHMORE N S,DONOUGHMORE,LIMERICK,,,21,157,30,,,208,1,8,3,0,,,,,
LIMERICK COUNTY,16237U,DROMTRASNA N S,ABBEYFEALE,CO LIMERICK,,,44,27,31,35,,137,0,5,2,0,,,,,
LIMERICK COUNTY,16239B,MEENKILLY N S,ABBEYFEALE,CO LIMERICK,,17,20,,30,,,67,0,3,1,0,,,,,
LIMERICK COUNTY,16264A,ABBEYFEALE B N S 1,ABBEYFEALE,CO LIMERICK,,,90,55,,,,145,0,6,2,0,,,,,
LIMERICK COUNTY,16439J,SCOIL NA MBEARNAN,PALLASAGREEN,CO LIMERICK,,18,42,,,,,60,0,3,2,0,,,,,
LIMERICK COUNTY,16508C,SCOIL ATHAIN,LISNAGRY,CO LIMERICK,,19,23,78,32,,,152,0,6,1,1,,,,,
LIMERICK COUNTY,16712B,SCOIL NAOMH IOSAF,ADARE,CO LIMERICK,,35,23,29,30,,,117,0,5,2,1,,,,,
LIMERICK COUNTY,16713D,SCOIL NA MBRAITHRE,DOON,CO LIMERICK,,32,,26,,,,58,0,3,1,0,,,,,
LIMERICK COUNTY,16764U,KILMEEDY N S,KILMEEDY,CO LIMERICK,,31,,,,,,31,0,2,1,0,,,,,
LIMERICK COUNTY,16896O,SCOIL NAOMH IDE,ATH NA FUINNSEOIGE,BEALACH CO LUIMNI,,23,,,,,,23,0,2,1,0,,,,,
LIMERICK COUNTY,16913L,SCOIL NA NAOINEAN,EAS GEIPHTINE,CO LUIMNI,,19,22,55,30,,,126,0,5,1,0,,,,,
LIMERICK COUNTY,17060M,CONVENT OF MERCY N S,ABBEYFEALE,CO LIMERICK,,,20,81,64,,,165,0,6,3,0,,,,,
LIMERICK COUNTY,17068F,SCOIL SEAN TSRAIDE,ATH DARA,CO LUIMNI,,19,45,25,65,,,154,0,6,2,0,,,,,
LIMERICK COUNTY,17076E,SCOIL MHUIRE,GLEANN RUADH,KILMALLOCK,6,10,,,,,,16,0,2,1,0,,,,,
LIMERICK COUNTY,17101A,SCOIL CRE CUMHRA,PATRICKS WELL,CO LIMERICK,,,42,138,,,,180,1,7,4,0,,,,,
LIMERICK COUNTY,17138A,SCOIL CILL COLMAIN,ARD ACHADH,CO LUIMNI,,,44,,31,,,75,0,3,0,0,,,,,
LIMERICK COUNTY,17155A,ATHLACCA N S,ATHLACCA,KILMALLOCK,,,24,29,32,,,85,0,3,2,0,,,,,
LIMERICK COUNTY,17184H,OOLA NATIONAL SCHOOL,OOLA,TIPPERARY,,19,44,29,,,,92,0,4,2,0,,,,,
LIMERICK COUNTY,17212J,SCOIL NAIS CNOC AINE,CNOC AINE,OSPUIDEAL,,,22,53,31,,,106,0,4,1,0,,,,,
LIMERICK COUNTY,17298W,KILBEHENNY N S,KILBEHENNY,MITCHELSTOWN,,,42,,,,,42,0,2,0,1,,,,,
LIMERICK COUNTY,17299B,SCOIL MHUIRE,EFFIN,KILLMALLOCK,,,21,83,,,,104,0,4,2,0,,,,,
LIMERICK COUNTY,17364J,SCOIL BAILE AN AIRD,BAILE AN AIRD,KILMALLOCK,,54,,28,,,,82,0,4,1,0,,,,,
LIMERICK COUNTY,17438M,SHANAGOLDEN N S,SHANAGOLDEN,CO LIMERICK,,,23,54,30,35,,142,0,5,2,0,,,,,
LIMERICK COUNTY,17487C,SCOIL NAIS CATHAIR CHINN LIS,CATHAIRCINNLIS,CAHERCONLISH,,17,22,25,30,,,94,0,4,2,0,,,,,
LIMERICK COUNTY,17593B,SCOIL NAOMH MHUIRE,CNOC UI COILEAIN,ABBEYFEALE,,28,,,,,,28,0,2,1,0,,,,,
LIMERICK COUNTY,17738B,SCOIL TOBAR PADRAIG,TOBAR PHADRAIG,LUIMNEACH,,19,43,80,,37,,179,0,7,2,0,,,,,
LIMERICK COUNTY,17814O,GEAROID UI GHRIOBHTHA,LOUGHILL,MOUNTRENCHARD,,,,28,30,,,58,0,2,1,0,,,,,
LIMERICK COUNTY,17871D,SCOIL CILL CHURNAIN,KILCORNAN,CO LIMERICK,,,23,28,32,,,83,0,3,1,0,,,,,
LIMERICK COUNTY,17937H,SCOIL MOIN A LIN,CASTLEROY,LIMERICK,,,24,241,290,35,,590,1,20,6,1,,,,,
LIMERICK COUNTY,17951B,SCOIL O CURAIN B,NEWCASTLEWEST,CO LIMERICK,,36,70,83,34,,,223,1,9,5,0,,,,,
LIMERICK COUNTY,17981K,S N GLEANN NA GCREABHAR,GLEANN NA GCREABHAR,CILL MOCHEALLOG,,28,22,,,,,50,0,3,0,0,,,,,
LIMERICK COUNTY,18030I,SCOIL AILBHE,CATHAIR AILBHE,BALLYBRICKEN GRANGE,,,,25,92,,,117,0,4,3,0,,,,,
LIMERICK COUNTY,18142T,SCOIL CNOC LOINGE  B,KNOCKLONG,CO LIMERICK,,,67,26,31,,,124,0,5,2,1,,,,,
LIMERICK COUNTY,18161A,CASTLECONNELL N S,CASTLECONNEL,CO LIMERICK,,,43,111,62,,,216,1,8,3,0,,,,,
LIMERICK COUNTY,18177P,SCOIL AINE NAOFA,RATH CAOLA,CO LUIMNI,9,142,,,,,,151,1,11,4,0,,,,,
LIMERICK COUNTY,18236F,SCOIL NAOMH MUIRE,BEAL ATHA DA THUILLE,CO LUIMNI,7,31,,,,,,38,0,3,1,0,,,,,
LIMERICK COUNTY,18260C,SCOIL MHUIRE,BEAL AN ATHA,RATHLUIRC,,15,44,26,,36,,121,0,5,1,0,,,,,
LIMERICK COUNTY,18367U,S N TOINN AN TAIRBH,CAPPAMORE,CO LIMERICK,,19,23,57,34,,,133,0,5,1,0,,,,,
LIMERICK COUNTY,18426K,SCOIL IDE NAOFA,RAITHINEACH,BEALACH,,17,46,27,,,,90,0,4,1,0,,,,,
LIMERICK COUNTY,18516L,S N LIOS NA GROI,LISNAGRY,CO LIMERICK,,34,21,25,189,,,269,1,10,3,0,,,,,
LIMERICK COUNTY,18530F,ASKEATON SENIOR NS,ASKEATON,CO LIMERICK,,,42,56,,,,98,0,4,2,0,,,,,
LIMERICK COUNTY,18600A,S N MA RUA,MA RUA,CO LUIMNI,,,22,87,61,,,170,0,6,2,0,,,,,
LIMERICK COUNTY,18612H,SCOIL MHUIRE,ACHADH LIN,BALLINGARRY,,,22,56,32,,,110,0,4,1,0,,,,,
LIMERICK COUNTY,18653V,SCOIL NAOMH IOSEF,RATHKEALE,CO LIMERICK,,66,,,,,,66,1,5,2,0,,,,,
